road_type,weather,is_rush_hour,actual_speed_kmh
secondary,clear,0,35.34
residential,light_rain,0,22.6
residential,clear,0,26.22
primary,clear,0,41.88
primary,moderate_rain,0,41.69
primary,clear,0,43.7
residential,light_rain,0,23.15
primary,light_rain,0,39.46
secondary,clear,0,34.43
primary,heavy_rain,1,17.32
secondary,clear,0,36.07
primary,clear,1,27.39
secondary,heavy_rain,0,25.63
primary,clear,0,43.19
secondary,moderate_rain,0,34.17
primary,clear,1,26.15
secondary,clear,0,35.22
residential,moderate_rain,0,24.22
primary,clear,0,41.25
residential,clear,0,25.13
secondary,clear,0,34.4
primary,heavy_rain,0,28.55
secondary,clear,0,35.04
primary,heavy_rain,0,28.17
secondary,clear,0,35.37
secondary,light_rain,0,34.23
primary,heavy_rain,0,29.59
secondary,clear,0,34.21
residential,clear,0,23.4
residential,moderate_rain,0,23.28
secondary,moderate_rain,0,36.25
residential,clear,0,26.43
secondary,light_rain,0,36.18
primary,moderate_rain,0,43.99
residential,moderate_rain,0,23.65
secondary,moderate_rain,0,34.53
secondary,clear,0,35.11
secondary,flooded,0,18.49
residential,clear,1,16.42
residential,clear,0,25.14
secondary,clear,0,35.11
primary,clear,0,44.0
secondary,clear,0,35.98
secondary,clear,1,23.73
primary,clear,1,29.3
secondary,light_rain,1,23.5
secondary,clear,1,26.06
primary,clear,0,40.61
primary,clear,0,41.75
primary,clear,1,30.13
residential,clear,0,25.4
primary,clear,1,29.51
primary,flooded,0,22.6
secondary,heavy_rain,0,23.72
primary,heavy_rain,1,18.63
primary,clear,0,44.14
primary,clear,1,29.15
secondary,clear,0,34.33
secondary,moderate_rain,0,35.12
primary,clear,1,30.09
secondary,clear,0,35.32
residential,clear,0,27.58
primary,clear,0,45.19
primary,flooded,1,16.06
primary,moderate_rain,1,32.2
secondary,moderate_rain,0,33.86
secondary,clear,0,34.3
primary,heavy_rain,1,20.76
secondary,light_rain,1,22.78
primary,heavy_rain,0,28.9
secondary,clear,0,33.52
secondary,clear,1,24.5
primary,light_rain,0,40.2
secondary,clear,1,23.45
primary,heavy_rain,0,28.86
secondary,flooded,0,16.85
primary,clear,0,40.56
residential,clear,1,14.2
primary,clear,0,42.08
residential,heavy_rain,0,17.52
primary,light_rain,0,42.84
secondary,clear,1,23.57
primary,clear,0,41.87
residential,clear,0,25.51
primary,moderate_rain,0,39.37
primary,clear,0,39.61
secondary,clear,0,34.64
primary,moderate_rain,0,41.25
primary,clear,0,44.72
residential,clear,1,17.09
residential,clear,1,19.33
primary,clear,1,28.29
residential,clear,0,25.73
secondary,flooded,1,11.42
primary,moderate_rain,0,44.14
secondary,heavy_rain,0,23.09
secondary,heavy_rain,0,24.68
residential,clear,0,23.38
primary,clear,0,42.58
secondary,clear,0,34.87
primary,moderate_rain,0,43.96
primary,light_rain,0,39.11
primary,clear,0,42.7
residential,clear,0,24.45
residential,clear,0,21.88
secondary,clear,0,34.3
secondary,heavy_rain,0,21.09
primary,clear,0,39.7
primary,heavy_rain,0,28.49
primary,clear,1,28.67
primary,light_rain,0,42.04
secondary,heavy_rain,0,23.78
secondary,heavy_rain,1,14.45
primary,clear,0,45.89
primary,clear,0,43.15
primary,clear,0,45.13
secondary,clear,0,32.48
residential,light_rain,0,23.29
secondary,heavy_rain,1,16.8
residential,clear,0,24.66
secondary,clear,0,33.39
primary,clear,0,40.44
primary,heavy_rain,1,20.56
residential,flooded,1,9.4
secondary,clear,0,35.36
primary,clear,0,42.46
secondary,moderate_rain,0,32.41
secondary,light_rain,0,34.28
secondary,clear,0,33.03
residential,heavy_rain,0,15.59
secondary,flooded,1,13.69
secondary,clear,0,32.22
primary,clear,0,44.22
primary,clear,0,45.44
primary,clear,0,44.42
primary,clear,0,43.8
secondary,clear,1,22.89
secondary,clear,0,34.03
primary,clear,1,25.74
residential,clear,0,25.06
primary,clear,0,42.6
primary,light_rain,0,41.36
primary,light_rain,0,42.38
primary,clear,0,43.29
primary,clear,0,42.25
secondary,moderate_rain,0,36.5
secondary,clear,1,24.69
residential,flooded,0,13.84
primary,clear,0,43.05
primary,light_rain,0,43.18
primary,clear,0,41.86
secondary,light_rain,0,35.36
primary,heavy_rain,0,28.57
residential,heavy_rain,0,15.18
secondary,flooded,0,17.47
secondary,clear,1,23.15
secondary,clear,1,27.07
primary,clear,0,43.85
primary,clear,0,45.57
primary,clear,1,30.81
secondary,heavy_rain,0,23.45
primary,heavy_rain,0,28.21
primary,clear,1,26.51
residential,clear,0,23.69
primary,clear,1,30.11
residential,light_rain,0,24.09
secondary,clear,0,35.56
primary,heavy_rain,0,25.83
primary,light_rain,1,29.26
primary,light_rain,0,44.05
secondary,clear,0,32.34
secondary,clear,1,24.15
secondary,heavy_rain,1,17.79
residential,light_rain,1,19.06
secondary,flooded,0,16.74
primary,clear,1,30.29
primary,light_rain,0,44.55
residential,clear,0,25.6
primary,light_rain,1,30.51
primary,moderate_rain,0,42.01
secondary,moderate_rain,0,34.67
secondary,moderate_rain,0,33.15
residential,clear,1,16.6
secondary,flooded,0,18.15
primary,flooded,0,20.56
residential,clear,0,24.66
primary,heavy_rain,0,30.02
primary,clear,1,32.2
secondary,light_rain,0,31.29
primary,clear,0,46.16
secondary,flooded,1,11.41
primary,clear,0,44.65
secondary,clear,0,36.74
primary,clear,0,45.55
secondary,clear,1,22.5
residential,light_rain,0,24.2
primary,clear,0,43.12
primary,light_rain,0,41.87
primary,flooded,0,23.58
primary,moderate_rain,1,28.24
secondary,heavy_rain,1,13.34
secondary,clear,0,34.05
primary,clear,0,40.83
primary,clear,1,28.77
primary,clear,0,44.21
secondary,heavy_rain,0,22.42
primary,clear,1,28.51
residential,heavy_rain,0,16.3
secondary,clear,0,35.21
primary,moderate_rain,0,42.84
secondary,clear,1,24.8
residential,clear,0,28.38
secondary,light_rain,1,23.34
primary,clear,1,30.22
primary,light_rain,1,26.2
residential,clear,1,16.28
secondary,clear,0,34.59
secondary,heavy_rain,1,14.24
residential,clear,0,24.2
residential,light_rain,1,16.38
residential,clear,0,24.24
primary,light_rain,0,46.31
secondary,clear,0,35.77
secondary,clear,1,26.59
secondary,clear,0,37.24
secondary,clear,0,34.04
primary,clear,1,29.17
secondary,light_rain,0,33.71
secondary,light_rain,0,34.12
primary,clear,0,41.74
secondary,clear,0,34.34
primary,clear,0,43.74
primary,clear,1,29.62
primary,clear,0,43.58
secondary,clear,0,34.91
secondary,flooded,0,18.79
secondary,light_rain,1,22.77
secondary,clear,0,37.09
residential,clear,0,22.23
primary,light_rain,0,43.39
primary,clear,1,29.85
residential,moderate_rain,1,15.4
primary,heavy_rain,0,28.35
residential,clear,0,25.7
residential,clear,0,26.37
secondary,moderate_rain,0,31.46
residential,flooded,0,13.44
primary,clear,0,42.51
primary,light_rain,0,44.1
secondary,clear,1,20.83
primary,clear,0,46.87
residential,light_rain,0,23.21
primary,heavy_rain,0,31.02
secondary,light_rain,0,34.26
secondary,moderate_rain,0,32.85
secondary,clear,0,35.4
primary,clear,1,30.66
primary,clear,1,26.79
residential,clear,1,17.9
primary,light_rain,0,42.39
residential,clear,1,17.72
secondary,moderate_rain,0,34.1
secondary,moderate_rain,0,33.23
secondary,clear,0,33.33
primary,clear,0,44.21
secondary,light_rain,1,24.16
residential,flooded,0,13.49
secondary,light_rain,0,35.0
residential,clear,0,26.42
secondary,clear,1,25.7
primary,clear,1,26.3
primary,clear,0,39.69
residential,moderate_rain,0,26.92
primary,moderate_rain,1,26.34
residential,clear,0,23.37
residential,clear,0,24.57
primary,clear,0,40.72
primary,heavy_rain,0,28.31
secondary,clear,0,33.58
primary,light_rain,0,42.06
secondary,clear,0,35.42
secondary,light_rain,1,22.64
secondary,clear,0,34.41
secondary,clear,0,35.39
primary,light_rain,0,43.98
secondary,clear,0,37.4
primary,clear,0,42.87
primary,clear,1,31.85
secondary,clear,0,36.32
residential,clear,0,23.15
primary,light_rain,0,40.52
secondary,heavy_rain,0,22.53
secondary,clear,1,25.76
primary,clear,0,42.45
primary,clear,1,26.28
residential,clear,1,16.51
secondary,clear,0,32.03
secondary,light_rain,0,32.78
secondary,clear,0,34.12
primary,clear,1,29.34
secondary,heavy_rain,0,24.93
secondary,heavy_rain,0,24.44
secondary,flooded,0,15.73
primary,moderate_rain,0,41.51
primary,heavy_rain,1,19.58
primary,clear,0,42.81
residential,clear,0,24.6
secondary,clear,0,32.42
secondary,light_rain,0,32.63
primary,heavy_rain,0,28.27
primary,clear,0,38.56
secondary,light_rain,0,35.32
secondary,light_rain,0,32.3
secondary,heavy_rain,0,24.43
primary,light_rain,0,43.31
secondary,flooded,1,10.98
primary,clear,1,30.62
primary,clear,0,44.31
secondary,clear,0,34.54
primary,clear,1,28.48
primary,clear,0,44.85
secondary,light_rain,1,23.51
secondary,moderate_rain,1,24.54
residential,light_rain,0,20.96
secondary,clear,0,35.15
primary,clear,0,40.83
primary,clear,0,43.16
residential,clear,1,17.92
secondary,clear,1,26.2
secondary,clear,0,33.59
primary,clear,0,42.41
secondary,moderate_rain,0,33.94
primary,clear,0,41.74
secondary,flooded,0,18.97
residential,clear,1,16.74
residential,flooded,0,12.68
secondary,clear,0,35.93
secondary,clear,0,34.89
residential,clear,0,23.77
secondary,moderate_rain,0,33.99
primary,clear,0,41.92
secondary,clear,0,35.16
primary,heavy_rain,1,20.96
secondary,clear,0,33.24
secondary,clear,0,32.7
secondary,clear,1,23.66
primary,light_rain,1,27.43
primary,clear,0,43.25
secondary,clear,0,35.48
residential,clear,1,13.63
secondary,clear,0,36.03
primary,moderate_rain,0,40.31
residential,clear,0,24.97
residential,clear,0,24.01
primary,clear,0,42.37
primary,clear,0,45.74
secondary,clear,1,24.07
residential,clear,1,18.21
residential,clear,1,17.08
residential,heavy_rain,0,17.64
secondary,clear,0,35.63
secondary,clear,1,23.97
primary,clear,0,44.86
primary,clear,0,43.43
secondary,heavy_rain,0,26.83
secondary,clear,0,36.44
secondary,clear,0,33.29
secondary,light_rain,0,34.09
primary,clear,1,29.71
secondary,clear,0,35.07
primary,clear,1,30.15
secondary,clear,1,24.79
secondary,light_rain,0,32.32
secondary,clear,1,25.51
residential,clear,0,24.25
primary,clear,0,42.31
secondary,clear,0,34.1
primary,flooded,0,22.81
secondary,clear,0,34.6
residential,flooded,0,11.5
secondary,clear,0,34.36
residential,moderate_rain,0,21.65
primary,clear,0,41.94
residential,clear,0,23.14
primary,heavy_rain,0,28.48
residential,heavy_rain,1,12.26
primary,clear,0,44.03
primary,clear,1,31.0
secondary,clear,0,36.55
residential,heavy_rain,0,15.92
primary,clear,0,43.23
primary,light_rain,0,42.36
residential,light_rain,1,13.32
primary,moderate_rain,0,40.24
primary,clear,0,42.95
secondary,clear,0,34.74
primary,flooded,0,22.37
residential,light_rain,1,17.24
secondary,light_rain,0,31.7
secondary,clear,1,24.37
residential,light_rain,0,24.81
secondary,clear,0,35.94
primary,clear,0,44.8
primary,light_rain,0,42.2
secondary,clear,1,25.46
primary,light_rain,0,41.08
residential,clear,0,23.58
secondary,clear,1,24.23
primary,clear,0,42.65
secondary,clear,0,35.39
secondary,clear,0,37.99
residential,light_rain,0,25.13
residential,moderate_rain,0,24.66
secondary,clear,0,33.7
secondary,clear,1,21.04
secondary,light_rain,0,34.25
secondary,light_rain,1,24.76
primary,light_rain,0,41.93
primary,light_rain,0,43.01
secondary,clear,1,25.73
primary,clear,1,31.22
primary,clear,0,43.84
secondary,clear,0,35.26
primary,light_rain,1,26.31
secondary,clear,1,22.64
secondary,heavy_rain,1,15.35
residential,moderate_rain,0,23.07
secondary,heavy_rain,0,23.77
primary,heavy_rain,0,31.75
secondary,clear,1,25.87
residential,moderate_rain,0,24.71
residential,clear,0,26.17
secondary,clear,1,22.5
primary,moderate_rain,0,44.26
residential,clear,1,14.51
primary,flooded,0,22.97
secondary,light_rain,0,35.1
secondary,moderate_rain,0,32.95
primary,clear,0,42.89
primary,light_rain,0,40.71
primary,clear,0,41.56
secondary,moderate_rain,0,31.7
residential,clear,1,18.0
primary,light_rain,0,44.22
residential,clear,0,21.76
primary,clear,0,45.96
secondary,clear,0,34.98
primary,clear,1,29.55
residential,light_rain,0,22.33
secondary,clear,0,36.98
secondary,clear,1,23.89
residential,clear,0,26.71
secondary,clear,0,36.83
residential,clear,1,18.85
secondary,moderate_rain,1,22.0
residential,clear,0,24.69
secondary,clear,0,34.08
primary,clear,1,30.46
secondary,clear,0,35.5
primary,clear,1,30.72
secondary,clear,1,25.26
secondary,moderate_rain,0,31.49
secondary,clear,0,37.03
primary,clear,0,44.63
primary,clear,0,42.65
secondary,light_rain,0,34.88
residential,flooded,1,8.24
primary,clear,0,44.12
secondary,flooded,0,16.94
secondary,clear,1,24.31
secondary,clear,0,35.1
primary,clear,0,42.55
secondary,clear,0,35.29
primary,clear,0,47.26
residential,clear,1,15.82
primary,clear,0,42.83
primary,clear,0,42.2
primary,clear,0,42.36
primary,clear,1,30.34
secondary,heavy_rain,1,16.84
primary,clear,0,43.19
primary,light_rain,1,30.12
secondary,light_rain,0,35.55
primary,clear,0,42.96
primary,clear,1,26.82
residential,clear,0,26.24
secondary,clear,0,35.25
residential,clear,0,25.03
residential,clear,0,24.3
secondary,clear,0,36.12
primary,heavy_rain,0,29.4
secondary,clear,0,34.64
residential,light_rain,0,22.7
secondary,clear,0,36.6
secondary,heavy_rain,0,24.3
primary,clear,1,29.5
residential,clear,0,21.01
secondary,heavy_rain,1,15.71
residential,light_rain,1,16.18
primary,clear,0,42.27
primary,clear,0,44.33
primary,moderate_rain,0,43.14
secondary,moderate_rain,0,34.74
primary,clear,0,44.76
primary,clear,0,41.67
residential,light_rain,0,23.86
primary,clear,1,29.23
residential,light_rain,1,15.61
primary,clear,0,44.29
residential,flooded,0,11.72
secondary,moderate_rain,0,36.03
residential,light_rain,0,23.15
residential,clear,1,20.05
primary,clear,1,32.16
primary,clear,0,43.06
primary,light_rain,0,44.13
secondary,light_rain,0,33.76
residential,clear,1,18.37
secondary,light_rain,0,34.1
secondary,moderate_rain,0,32.15
primary,clear,1,23.82
residential,clear,1,16.45
residential,moderate_rain,1,16.83
primary,clear,0,45.2
secondary,light_rain,0,34.41
primary,clear,0,44.7
secondary,flooded,1,11.11
secondary,clear,1,23.08
primary,clear,1,30.7
secondary,clear,0,31.3
primary,clear,1,29.14
secondary,clear,0,34.4
secondary,clear,0,37.04
primary,flooded,0,20.81
secondary,heavy_rain,0,24.17
secondary,clear,0,36.38
primary,light_rain,1,26.35
primary,clear,1,28.91
secondary,moderate_rain,0,33.44
residential,light_rain,0,25.96
primary,clear,0,44.21
primary,moderate_rain,0,41.72
primary,light_rain,0,40.84
secondary,clear,1,25.15
primary,heavy_rain,0,28.78
primary,heavy_rain,1,17.04
secondary,clear,1,21.29
secondary,light_rain,0,35.02
primary,flooded,0,19.69
secondary,clear,1,26.38
secondary,clear,0,33.59
primary,clear,1,29.12
primary,heavy_rain,1,19.7
residential,light_rain,0,23.45
primary,clear,1,25.76
secondary,flooded,0,17.79
residential,light_rain,1,15.41
primary,heavy_rain,0,29.05
primary,clear,1,28.93
secondary,clear,0,35.39
residential,light_rain,1,18.88
residential,clear,0,24.18
secondary,light_rain,0,33.66
primary,moderate_rain,0,39.57
secondary,clear,1,23.3
secondary,moderate_rain,0,34.7
secondary,clear,0,34.27
primary,clear,1,29.74
primary,clear,1,28.85
secondary,clear,0,33.05
secondary,clear,1,24.06
primary,moderate_rain,0,41.76
primary,light_rain,1,28.77
residential,clear,1,16.0
secondary,light_rain,0,33.38
primary,clear,0,43.44
primary,clear,0,42.85
primary,light_rain,0,45.0
residential,light_rain,1,17.74
secondary,moderate_rain,0,34.9
secondary,clear,1,23.32
secondary,light_rain,0,31.32
primary,light_rain,1,27.37
residential,flooded,1,7.45
secondary,clear,1,23.18
primary,clear,0,43.15
primary,light_rain,0,43.39
secondary,flooded,0,17.91
residential,clear,0,26.74
primary,clear,0,42.73
residential,clear,1,17.24
secondary,clear,0,35.52
primary,clear,0,43.57
primary,clear,0,45.12
primary,clear,0,44.41
secondary,clear,0,33.02
primary,clear,1,28.95
primary,clear,0,43.18
secondary,clear,1,26.82
secondary,flooded,0,17.01
primary,clear,1,27.64
secondary,moderate_rain,0,34.74
secondary,clear,1,24.34
secondary,heavy_rain,0,23.29
residential,clear,0,24.67
primary,clear,0,44.62
residential,clear,1,15.57
secondary,light_rain,1,22.65
secondary,clear,0,34.22
secondary,clear,0,36.64
secondary,clear,0,35.43
primary,light_rain,0,40.81
secondary,clear,0,33.55
secondary,clear,0,37.81
secondary,clear,1,25.21
primary,clear,1,30.38
residential,moderate_rain,0,24.36
secondary,clear,0,37.26
primary,clear,0,41.54
secondary,moderate_rain,0,35.21
secondary,light_rain,0,33.69
secondary,clear,0,34.63
secondary,moderate_rain,1,24.06
residential,clear,1,16.63
primary,clear,0,42.55
secondary,flooded,0,16.76
residential,heavy_rain,1,8.28
residential,clear,1,17.99
secondary,clear,0,33.49
residential,clear,1,19.64
primary,clear,0,42.77
residential,clear,0,26.96
primary,clear,0,40.49
primary,heavy_rain,1,20.56
primary,heavy_rain,0,30.36
secondary,clear,0,36.96
primary,clear,1,26.82
primary,clear,1,28.06
primary,clear,1,29.98
primary,clear,0,43.42
secondary,moderate_rain,1,23.41
secondary,clear,0,34.46
primary,heavy_rain,0,31.21
secondary,light_rain,0,38.27
residential,clear,0,25.16
secondary,clear,0,35.68
primary,light_rain,1,28.67
secondary,heavy_rain,0,25.32
primary,light_rain,0,43.65
primary,clear,0,41.6
primary,clear,0,42.28
residential,clear,0,23.49
primary,flooded,1,18.6
primary,light_rain,1,29.54
primary,light_rain,1,27.69
residential,clear,0,23.99
secondary,light_rain,0,35.57
primary,clear,0,44.56
secondary,clear,1,24.79
secondary,clear,0,34.36
secondary,heavy_rain,0,23.86
primary,light_rain,0,42.58
residential,clear,0,23.6
primary,heavy_rain,0,27.49
secondary,clear,0,35.62
primary,clear,1,29.41
primary,clear,1,29.95
primary,clear,0,44.39
secondary,clear,0,37.25
primary,clear,1,27.95
secondary,light_rain,0,35.3
primary,clear,0,44.32
secondary,moderate_rain,1,22.5
residential,clear,0,25.18
secondary,moderate_rain,0,33.65
secondary,light_rain,0,37.52
secondary,light_rain,0,34.52
primary,clear,0,43.88
residential,light_rain,0,24.15
primary,clear,0,42.48
secondary,heavy_rain,0,21.44
secondary,clear,0,36.65
primary,clear,0,44.35
primary,clear,0,42.75
secondary,light_rain,0,33.01
residential,clear,0,25.27
residential,heavy_rain,0,15.97
secondary,flooded,0,17.17
secondary,light_rain,0,32.46
residential,clear,0,25.33
primary,light_rain,0,42.76
primary,clear,1,30.76
secondary,clear,0,34.77
residential,heavy_rain,0,16.21
residential,flooded,0,10.16
secondary,heavy_rain,1,17.42
primary,clear,0,44.54
secondary,clear,0,35.04
primary,clear,0,41.21
primary,clear,0,41.38
secondary,clear,1,22.77
primary,clear,1,30.56
residential,light_rain,0,24.98
secondary,moderate_rain,0,31.84
secondary,light_rain,1,23.76
primary,moderate_rain,0,40.81
primary,clear,0,42.42
primary,clear,1,30.57
residential,moderate_rain,0,25.49
residential,clear,1,18.49
secondary,clear,0,34.97
primary,clear,0,44.52
residential,clear,0,24.12
primary,light_rain,1,28.2
primary,heavy_rain,0,28.39
secondary,heavy_rain,0,23.43
residential,clear,1,14.92
primary,clear,0,42.86
primary,moderate_rain,0,44.25
residential,clear,0,23.36
primary,clear,0,41.21
primary,heavy_rain,0,27.01
secondary,moderate_rain,0,38.08
residential,heavy_rain,1,11.96
secondary,clear,0,34.59
residential,clear,1,16.95
